id,cliente,ciudad,edad,compras,total_usd,activo,categoria
4319,Cliente_04319,Pereira,44,19,378.45,Sí,Platino
4320,Cliente_04320,Bogotá,45,20,401.4,No,Bronce
4321,Cliente_04321,Medellín,46,21,424.35,Sí,Plata
4322,Cliente_04322,Cali,47,22,447.3,Sí,Oro
4323,Cliente_04323,Cartagena,48,23,470.25,No,Platino
4324,Cliente_04324,Bucaramanga,49,24,493.2,Sí,Bronce
4325,Cliente_04325,Pereira,50,0,22.4,Sí,Plata
4326,Cliente_04326,Bogotá,51,1,45.35,No,Oro
4327,Cliente_04327,Medellín,52,2,68.3,Sí,Platino
4328,Cliente_04328,Cali,53,3,91.25,Sí,Bronce
4329,Cliente_04329,Cartagena,54,4,114.2,No,Plata
4330,Cliente_04330,Bucaramanga,55,5,137.15,Sí,Oro
4331,Cliente_04331,Pereira,56,6,160.1,Sí,Platino
4332,Cliente_04332,Bogotá,57,7,183.05,No,Bronce
4333,Cliente_04333,Medellín,58,8,206.0,Sí,Plata
4334,Cliente_04334,Cali,59,9,228.95,Sí,Oro
4335,Cliente_04335,Cartagena,60,10,197.5,No,Platino
4336,Cliente_04336,Bucaramanga,61,11,220.45,Sí,Bronce
4337,Cliente_04337,Pereira,62,12,243.4,Sí,Plata
4338,Cliente_04338,Bogotá,63,13,266.35,No,Oro
4339,Cliente_04339,Medellín,64,14,289.3,Sí,Platino
4340,Cliente_04340,Cali,65,15,312.25,Sí,Bronce
4341,Cliente_04341,Cartagena,66,16,335.2,No,Plata
4342,Cliente_04342,Bucaramanga,67,17,358.15,Sí,Oro
4343,Cliente_04343,Pereira,68,18,381.1,Sí,Platino
4344,Cliente_04344,Bogotá,69,19,404.05,No,Bronce
4345,Cliente_04345,Medellín,70,20,427.0,Sí,Plata
4346,Cliente_04346,Cali,18,21,449.95,Sí,Oro
4347,Cliente_04347,Cartagena,19,22,472.9,No,Platino
4348,Cliente_04348,Bucaramanga,20,23,495.85,Sí,Bronce
4349,Cliente_04349,Pereira,21,24,518.8,Sí,Plata
4350,Cliente_04350,Bogotá,22,0,48.0,No,Oro
4351,Cliente_04351,Medellín,23,1,70.95,Sí,Platino
4352,Cliente_04352,Cali,24,2,39.5,Sí,Bronce
4353,Cliente_04353,Cartagena,25,3,62.45,No,Plata
4354,Cliente_04354,Bucaramanga,26,4,85.4,Sí,Oro
4355,Cliente_04355,Pereira,27,5,108.35,Sí,Platino
4356,Cliente_04356,Bogotá,28,6,131.3,No,Bronce
4357,Cliente_04357,Medellín,29,7,154.25,Sí,Plata
4358,Cliente_04358,Cali,30,8,177.2,Sí,Oro
4359,Cliente_04359,Cartagena,31,9,200.15,No,Platino
4360,Cliente_04360,Bucaramanga,32,10,223.1,Sí,Bronce
4361,Cliente_04361,Pereira,33,11,246.05,Sí,Plata
4362,Cliente_04362,Bogotá,34,12,269.0,No,Oro
4363,Cliente_04363,Medellín,35,13,291.95,Sí,Platino
4364,Cliente_04364,Cali,36,14,314.9,Sí,Bronce
4365,Cliente_04365,Cartagena,37,15,337.85,No,Plata
4366,Cliente_04366,Bucaramanga,38,16,360.8,Sí,Oro
4367,Cliente_04367,Pereira,39,17,383.75,Sí,Platino
4368,Cliente_04368,Bogotá,40,18,406.7,No,Bronce
4369,Cliente_04369,Medellín,41,19,375.25,Sí,Plata
4370,Cliente_04370,Cali,42,20,398.2,Sí,Oro
4371,Cliente_04371,Cartagena,43,21,421.15,No,Platino
4372,Cliente_04372,Bucaramanga,44,22,444.1,Sí,Bronce
4373,Cliente_04373,Pereira,45,23,467.05,Sí,Plata
4374,Cliente_04374,Bogotá,46,24,490.0,No,Oro
4375,Cliente_04375,Medellín,47,0,19.2,Sí,Platino
4376,Cliente_04376,Cali,48,1,42.15,Sí,Bronce
4377,Cliente_04377,Cartagena,49,2,65.1,No,Plata
4378,Cliente_04378,Bucaramanga,50,3,88.05,Sí,Oro
4379,Cliente_04379,Pereira,51,4,111.0,Sí,Platino
4380,Cliente_04380,Bogotá,52,5,133.95,No,Bronce
4381,Cliente_04381,Medellín,53,6,156.9,Sí,Plata
4382,Cliente_04382,Cali,54,7,179.85,Sí,Oro
4383,Cliente_04383,Cartagena,55,8,202.8,No,Platino
4384,Cliente_04384,Bucaramanga,56,9,225.75,Sí,Bronce
4385,Cliente_04385,Pereira,57,10,248.7,Sí,Plata
4386,Cliente_04386,Bogotá,58,11,217.25,No,Oro
4387,Cliente_04387,Medellín,59,12,240.2,Sí,Platino
4388,Cliente_04388,Cali,60,13,263.15,Sí,Bronce
4389,Cliente_04389,Cartagena,61,14,286.1,No,Plata
4390,Cliente_04390,Bucaramanga,62,15,309.05,Sí,Oro
4391,Cliente_04391,Pereira,63,16,332.0,Sí,Platino
4392,Cliente_04392,Bogotá,64,17,354.95,No,Bronce
4393,Cliente_04393,Medellín,65,18,377.9,Sí,Plata
4394,Cliente_04394,Cali,66,19,400.85,Sí,Oro
4395,Cliente_04395,Cartagena,67,20,423.8,No,Platino
4396,Cliente_04396,Bucaramanga,68,21,446.75,Sí,Bronce
4397,Cliente_04397,Pereira,69,22,469.7,Sí,Plata
4398,Cliente_04398,Bogotá,70,23,492.65,No,Oro
4399,Cliente_04399,Medellín,18,24,515.6,Sí,Platino
4400,Cliente_04400,Cali,19,0,44.8,Sí,Bronce
4401,Cliente_04401,Cartagena,20,1,67.75,No,Plata
4402,Cliente_04402,Bucaramanga,21,2,90.7,Sí,Oro
4403,Cliente_04403,Pereira,22,3,59.25,Sí,Platino
4404,Cliente_04404,Bogotá,23,4,82.2,No,Bronce
4405,Cliente_04405,Medellín,24,5,105.15,Sí,Plata
4406,Cliente_04406,Cali,25,6,128.1,Sí,Oro
4407,Cliente_04407,Cartagena,26,7,151.05,No,Platino
4408,Cliente_04408,Bucaramanga,27,8,174.0,Sí,Bronce
4409,Cliente_04409,Pereira,28,9,196.95,Sí,Plata
4410,Cliente_04410,Bogotá,29,10,219.9,No,Oro
4411,Cliente_04411,Medellín,30,11,242.85,Sí,Platino
4412,Cliente_04412,Cali,31,12,265.8,Sí,Bronce
4413,Cliente_04413,Cartagena,32,13,288.75,No,Plata
4414,Cliente_04414,Bucaramanga,33,14,311.7,Sí,Oro
4415,Cliente_04415,Pereira,34,15,334.65,Sí,Platino
4416,Cliente_04416,Bogotá,35,16,357.6,No,Bronce
4417,Cliente_04417,Medellín,36,17,380.55,Sí,Plata
4418,Cliente_04418,Cali,37,18,403.5,Sí,Oro
4419,Cliente_04419,Cartagena,38,19,426.45,No,Platino
4420,Cliente_04420,Bucaramanga,39,20,395.0,Sí,Bronce
4421,Cliente_04421,Pereira,40,21,417.95,Sí,Plata
4422,Cliente_04422,Bogotá,41,22,440.9,No,Oro
4423,Cliente_04423,Medellín,42,23,463.85,Sí,Platino
4424,Cliente_04424,Cali,43,24,486.8,Sí,Bronce
4425,Cliente_04425,Cartagena,44,0,16.0,No,Plata
4426,Cliente_04426,Bucaramanga,45,1,38.95,Sí,Oro
4427,Cliente_04427,Pereira,46,2,61.9,Sí,Platino
4428,Cliente_04428,Bogotá,47,3,84.85,No,Bronce
4429,Cliente_04429,Medellín,48,4,107.8,Sí,Plata
4430,Cliente_04430,Cali,49,5,130.75,Sí,Oro
4431,Cliente_04431,Cartagena,50,6,153.7,No,Platino
4432,Cliente_04432,Bucaramanga,51,7,176.65,Sí,Bronce
4433,Cliente_04433,Pereira,52,8,199.6,Sí,Plata
4434,Cliente_04434,Bogotá,53,9,222.55,No,Oro
4435,Cliente_04435,Medellín,54,10,245.5,Sí,Platino
4436,Cliente_04436,Cali,55,11,268.45,Sí,Bronce
4437,Cliente_04437,Cartagena,56,12,237.0,No,Plata
4438,Cliente_04438,Bucaramanga,57,13,259.95,Sí,Oro
4439,Cliente_04439,Pereira,58,14,282.9,Sí,Platino
4440,Cliente_04440,Bogotá,59,15,305.85,No,Bronce
4441,Cliente_04441,Medellín,60,16,328.8,Sí,Plata
4442,Cliente_04442,Cali,61,17,351.75,Sí,Oro
4443,Cliente_04443,Cartagena,62,18,374.7,No,Platino
4444,Cliente_04444,Bucaramanga,63,19,397.65,Sí,Bronce
4445,Cliente_04445,Pereira,64,20,420.6,Sí,Plata
4446,Cliente_04446,Bogotá,65,21,443.55,No,Oro
4447,Cliente_04447,Medellín,66,22,466.5,Sí,Platino
4448,Cliente_04448,Cali,67,23,489.45,Sí,Bronce
4449,Cliente_04449,Cartagena,68,24,512.4,No,Plata
4450,Cliente_04450,Bucaramanga,69,0,41.6,Sí,Oro
4451,Cliente_04451,Pereira,70,1,64.55,Sí,Platino
4452,Cliente_04452,Bogotá,18,2,87.5,No,Bronce
4453,Cliente_04453,Medellín,19,3,110.45,Sí,Plata
4454,Cliente_04454,Cali,20,4,79.0,Sí,Oro
4455,Cliente_04455,Cartagena,21,5,101.95,No,Platino
4456,Cliente_04456,Bucaramanga,22,6,124.9,Sí,Bronce
4457,Cliente_04457,Pereira,23,7,147.85,Sí,Plata
4458,Cliente_04458,Bogotá,24,8,170.8,No,Oro
4459,Cliente_04459,Medellín,25,9,193.75,Sí,Platino
4460,Cliente_04460,Cali,26,10,216.7,Sí,Bronce
4461,Cliente_04461,Cartagena,27,11,239.65,No,Plata
4462,Cliente_04462,Bucaramanga,28,12,262.6,Sí,Oro
4463,Cliente_04463,Pereira,29,13,285.55,Sí,Platino
4464,Cliente_04464,Bogotá,30,14,308.5,No,Bronce
4465,Cliente_04465,Medellín,31,15,331.45,Sí,Plata
4466,Cliente_04466,Cali,32,16,354.4,Sí,Oro
4467,Cliente_04467,Cartagena,33,17,377.35,No,Platino
4468,Cliente_04468,Bucaramanga,34,18,400.3,Sí,Bronce
4469,Cliente_04469,Pereira,35,19,423.25,Sí,Plata
4470,Cliente_04470,Bogotá,36,20,446.2,No,Oro
4471,Cliente_04471,Medellín,37,21,414.75,Sí,Platino
4472,Cliente_04472,Cali,38,22,437.7,Sí,Bronce
4473,Cliente_04473,Cartagena,39,23,460.65,No,Plata
4474,Cliente_04474,Bucaramanga,40,24,483.6,Sí,Oro
4475,Cliente_04475,Pereira,41,0,12.8,Sí,Platino
4476,Cliente_04476,Bogotá,42,1,35.75,No,Bronce
4477,Cliente_04477,Medellín,43,2,58.7,Sí,Plata
4478,Cliente_04478,Cali,44,3,81.65,Sí,Oro
4479,Cliente_04479,Cartagena,45,4,104.6,No,Platino
4480,Cliente_04480,Bucaramanga,46,5,127.55,Sí,Bronce
4481,Cliente_04481,Pereira,47,6,150.5,Sí,Plata
4482,Cliente_04482,Bogotá,48,7,173.45,No,Oro
4483,Cliente_04483,Medellín,49,8,196.4,Sí,Platino
4484,Cliente_04484,Cali,50,9,219.35,Sí,Bronce
4485,Cliente_04485,Cartagena,51,10,242.3,No,Plata
4486,Cliente_04486,Bucaramanga,52,11,265.25,Sí,Oro
4487,Cliente_04487,Pereira,53,12,288.2,Sí,Platino
4488,Cliente_04488,Bogotá,54,13,256.75,No,Bronce
4489,Cliente_04489,Medellín,55,14,279.7,Sí,Plata
4490,Cliente_04490,Cali,56,15,302.65,Sí,Oro
4491,Cliente_04491,Cartagena,57,16,325.6,No,Platino
4492,Cliente_04492,Bucaramanga,58,17,348.55,Sí,Bronce
4493,Cliente_04493,Pereira,59,18,371.5,Sí,Plata
4494,Cliente_04494,Bogotá,60,19,394.45,No,Oro
4495,Cliente_04495,Medellín,61,20,417.4,Sí,Platino
4496,Cliente_04496,Cali,62,21,440.35,Sí,Bronce
4497,Cliente_04497,Cartagena,63,22,463.3,No,Plata
4498,Cliente_04498,Bucaramanga,64,23,486.25,Sí,Oro
4499,Cliente_04499,Pereira,65,24,509.2,Sí,Platino
4500,Cliente_04500,Bogotá,66,0,38.4,No,Bronce
4501,Cliente_04501,Medellín,67,1,61.35,Sí,Plata
4502,Cliente_04502,Cali,68,2,84.3,Sí,Oro
4503,Cliente_04503,Cartagena,69,3,107.25,No,Platino
4504,Cliente_04504,Bucaramanga,70,4,130.2,Sí,Bronce
4505,Cliente_04505,Pereira,18,5,98.75,Sí,Plata
4506,Cliente_04506,Bogotá,19,6,121.7,No,Oro
4507,Cliente_04507,Medellín,20,7,144.65,Sí,Platino
4508,Cliente_04508,Cali,21,8,167.6,Sí,Bronce
4509,Cliente_04509,Cartagena,22,9,190.55,No,Plata
4510,Cliente_04510,Bucaramanga,23,10,213.5,Sí,Oro
4511,Cliente_04511,Pereira,24,11,236.45,Sí,Platino
4512,Cliente_04512,Bogotá,25,12,259.4,No,Bronce
4513,Cliente_04513,Medellín,26,13,282.35,Sí,Plata
4514,Cliente_04514,Cali,27,14,305.3,Sí,Oro
4515,Cliente_04515,Cartagena,28,15,328.25,No,Platino
4516,Cliente_04516,Bucaramanga,29,16,351.2,Sí,Bronce
4517,Cliente_04517,Pereira,30,17,374.15,Sí,Plata
4518,Cliente_04518,Bogotá,31,18,397.1,No,Oro
4519,Cliente_04519,Medellín,32,19,420.05,Sí,Platino
4520,Cliente_04520,Cali,33,20,443.0,Sí,Bronce
4521,Cliente_04521,Cartagena,34,21,465.95,No,Plata
4522,Cliente_04522,Bucaramanga,35,22,434.5,Sí,Oro
4523,Cliente_04523,Pereira,36,23,457.45,Sí,Platino
4524,Cliente_04524,Bogotá,37,24,480.4,No,Bronce
4525,Cliente_04525,Medellín,38,0,9.6,Sí,Plata
4526,Cliente_04526,Cali,39,1,32.55,Sí,Oro
4527,Cliente_04527,Cartagena,40,2,55.5,No,Platino
4528,Cliente_04528,Bucaramanga,41,3,78.45,Sí,Bronce
4529,Cliente_04529,Pereira,42,4,101.4,Sí,Plata
4530,Cliente_04530,Bogotá,43,5,124.35,No,Oro
4531,Cliente_04531,Medellín,44,6,147.3,Sí,Platino
4532,Cliente_04532,Cali,45,7,170.25,Sí,Bronce
4533,Cliente_04533,Cartagena,46,8,193.2,No,Plata
4534,Cliente_04534,Bucaramanga,47,9,216.15,Sí,Oro
4535,Cliente_04535,Pereira,48,10,239.1,Sí,Platino
4536,Cliente_04536,Bogotá,49,11,262.05,No,Bronce
4537,Cliente_04537,Medellín,50,12,285.0,Sí,Plata
4538,Cliente_04538,Cali,51,13,307.95,Sí,Oro
4539,Cliente_04539,Cartagena,52,14,276.5,No,Platino
4540,Cliente_04540,Bucaramanga,53,15,299.45,Sí,Bronce
4541,Cliente_04541,Pereira,54,16,322.4,Sí,Plata
4542,Cliente_04542,Bogotá,55,17,345.35,No,Oro
4543,Cliente_04543,Medellín,56,18,368.3,Sí,Platino
4544,Cliente_04544,Cali,57,19,391.25,Sí,Bronce
4545,Cliente_04545,Cartagena,58,20,414.2,No,Plata
4546,Cliente_04546,Bucaramanga,59,21,437.15,Sí,Oro
4547,Cliente_04547,Pereira,60,22,460.1,Sí,Platino
4548,Cliente_04548,Bogotá,61,23,483.05,No,Bronce
4549,Cliente_04549,Medellín,62,24,506.0,Sí,Plata
4550,Cliente_04550,Cali,63,0,35.2,Sí,Oro
4551,Cliente_04551,Cartagena,64,1,58.15,No,Platino
4552,Cliente_04552,Bucaramanga,65,2,81.1,Sí,Bronce
4553,Cliente_04553,Pereira,66,3,104.05,Sí,Plata
4554,Cliente_04554,Bogotá,67,4,127.0,No,Oro
4555,Cliente_04555,Medellín,68,5,149.95,Sí,Platino
4556,Cliente_04556,Cali,69,6,118.5,Sí,Bronce
4557,Cliente_04557,Cartagena,70,7,141.45,No,Plata
4558,Cliente_04558,Bucaramanga,18,8,164.4,Sí,Oro
4559,Cliente_04559,Pereira,19,9,187.35,Sí,Platino
4560,Cliente_04560,Bogotá,20,10,210.3,No,Bronce
4561,Cliente_04561,Medellín,21,11,233.25,Sí,Plata
4562,Cliente_04562,Cali,22,12,256.2,Sí,Oro
4563,Cliente_04563,Cartagena,23,13,279.15,No,Platino
4564,Cliente_04564,Bucaramanga,24,14,302.1,Sí,Bronce
4565,Cliente_04565,Pereira,25,15,325.05,Sí,Plata
4566,Cliente_04566,Bogotá,26,16,348.0,No,Oro
4567,Cliente_04567,Medellín,27,17,370.95,Sí,Platino
4568,Cliente_04568,Cali,28,18,393.9,Sí,Bronce
4569,Cliente_04569,Cartagena,29,19,416.85,No,Plata
4570,Cliente_04570,Bucaramanga,30,20,439.8,Sí,Oro
4571,Cliente_04571,Pereira,31,21,462.75,Sí,Platino
4572,Cliente_04572,Bogotá,32,22,485.7,No,Bronce
4573,Cliente_04573,Medellín,33,23,454.25,Sí,Plata
4574,Cliente_04574,Cali,34,24,477.2,Sí,Oro
4575,Cliente_04575,Cartagena,35,0,6.4,No,Platino
4576,Cliente_04576,Bucaramanga,36,1,29.35,Sí,Bronce
4577,Cliente_04577,Pereira,37,2,52.3,Sí,Plata
4578,Cliente_04578,Bogotá,38,3,75.25,No,Oro
4579,Cliente_04579,Medellín,39,4,98.2,Sí,Platino
4580,Cliente_04580,Cali,40,5,121.15,Sí,Bronce
4581,Cliente_04581,Cartagena,41,6,144.1,No,Plata
4582,Cliente_04582,Bucaramanga,42,7,167.05,Sí,Oro
4583,Cliente_04583,Pereira,43,8,190.0,Sí,Platino
4584,Cliente_04584,Bogotá,44,9,212.95,No,Bronce
4585,Cliente_04585,Medellín,45,10,235.9,Sí,Plata
4586,Cliente_04586,Cali,46,11,258.85,Sí,Oro
4587,Cliente_04587,Cartagena,47,12,281.8,No,Platino
4588,Cliente_04588,Bucaramanga,48,13,304.75,Sí,Bronce
4589,Cliente_04589,Pereira,49,14,327.7,Sí,Plata
4590,Cliente_04590,Bogotá,50,15,296.25,No,Oro
4591,Cliente_04591,Medellín,51,16,319.2,Sí,Platino
4592,Cliente_04592,Cali,52,17,342.15,Sí,Bronce
4593,Cliente_04593,Cartagena,53,18,365.1,No,Plata
4594,Cliente_04594,Bucaramanga,54,19,388.05,Sí,Oro
4595,Cliente_04595,Pereira,55,20,411.0,Sí,Platino
4596,Cliente_04596,Bogotá,56,21,433.95,No,Bronce
4597,Cliente_04597,Medellín,57,22,456.9,Sí,Plata
4598,Cliente_04598,Cali,58,23,479.85,Sí,Oro
4599,Cliente_04599,Cartagena,59,24,502.8,No,Platino
4600,Cliente_04600,Bucaramanga,60,0,32.0,Sí,Bronce
4601,Cliente_04601,Pereira,61,1,54.95,Sí,Plata
4602,Cliente_04602,Bogotá,62,2,77.9,No,Oro
4603,Cliente_04603,Medellín,63,3,100.85,Sí,Platino
4604,Cliente_04604,Cali,64,4,123.8,Sí,Bronce
4605,Cliente_04605,Cartagena,65,5,146.75,No,Plata
4606,Cliente_04606,Bucaramanga,66,6,169.7,Sí,Oro
4607,Cliente_04607,Pereira,67,7,138.25,Sí,Platino
4608,Cliente_04608,Bogotá,68,8,161.2,No,Bronce
4609,Cliente_04609,Medellín,69,9,184.15,Sí,Plata
4610,Cliente_04610,Cali,70,10,207.1,Sí,Oro
4611,Cliente_04611,Cartagena,18,11,230.05,No,Platino
4612,Cliente_04612,Bucaramanga,19,12,253.0,Sí,Bronce
4613,Cliente_04613,Pereira,20,13,275.95,Sí,Plata
4614,Cliente_04614,Bogotá,21,14,298.9,No,Oro
4615,Cliente_04615,Medellín,22,15,321.85,Sí,Platino
4616,Cliente_04616,Cali,23,16,344.8,Sí,Bronce
4617,Cliente_04617,Cartagena,24,17,367.75,No,Plata
4618,Cliente_04618,Bucaramanga,25,18,390.7,Sí,Oro
4619,Cliente_04619,Pereira,26,19,413.65,Sí,Platino
4620,Cliente_04620,Bogotá,27,20,436.6,No,Bronce
4621,Cliente_04621,Medellín,28,21,459.55,Sí,Plata
4622,Cliente_04622,Cali,29,22,482.5,Sí,Oro
4623,Cliente_04623,Cartagena,30,23,505.45,No,Platino
4624,Cliente_04624,Bucaramanga,31,24,474.0,Sí,Bronce
4625,Cliente_04625,Pereira,32,0,3.2,Sí,Plata
4626,Cliente_04626,Bogotá,33,1,26.15,No,Oro
4627,Cliente_04627,Medellín,34,2,49.1,Sí,Platino
4628,Cliente_04628,Cali,35,3,72.05,Sí,Bronce
4629,Cliente_04629,Cartagena,36,4,95.0,No,Plata
4630,Cliente_04630,Bucaramanga,37,5,117.95,Sí,Oro
4631,Cliente_04631,Pereira,38,6,140.9,Sí,Platino
4632,Cliente_04632,Bogotá,39,7,163.85,No,Bronce
4633,Cliente_04633,Medellín,40,8,186.8,Sí,Plata
4634,Cliente_04634,Cali,41,9,209.75,Sí,Oro
4635,Cliente_04635,Cartagena,42,10,232.7,No,Platino
4636,Cliente_04636,Bucaramanga,43,11,255.65,Sí,Bronce
4637,Cliente_04637,Pereira,44,12,278.6,Sí,Plata
4638,Cliente_04638,Bogotá,45,13,301.55,No,Oro
4639,Cliente_04639,Medellín,46,14,324.5,Sí,Platino
4640,Cliente_04640,Cali,47,15,347.45,Sí,Bronce
4641,Cliente_04641,Cartagena,48,16,316.0,No,Plata
4642,Cliente_04642,Bucaramanga,49,17,338.95,Sí,Oro
4643,Cliente_04643,Pereira,50,18,361.9,Sí,Platino
4644,Cliente_04644,Bogotá,51,19,384.85,No,Bronce
4645,Cliente_04645,Medellín,52,20,407.8,Sí,Plata
4646,Cliente_04646,Cali,53,21,430.75,Sí,Oro
4647,Cliente_04647,Cartagena,54,22,453.7,No,Platino
4648,Cliente_04648,Bucaramanga,55,23,476.65,Sí,Bronce
4649,Cliente_04649,Pereira,56,24,499.6,Sí,Plata
4650,Cliente_04650,Bogotá,57,0,28.8,No,Oro
4651,Cliente_04651,Medellín,58,1,51.75,Sí,Platino
4652,Cliente_04652,Cali,59,2,74.7,Sí,Bronce
4653,Cliente_04653,Cartagena,60,3,97.65,No,Plata
4654,Cliente_04654,Bucaramanga,61,4,120.6,Sí,Oro
4655,Cliente_04655,Pereira,62,5,143.55,Sí,Platino
4656,Cliente_04656,Bogotá,63,6,166.5,No,Bronce
4657,Cliente_04657,Medellín,64,7,189.45,Sí,Plata
4658,Cliente_04658,Cali,65,8,158.0,Sí,Oro
4659,Cliente_04659,Cartagena,66,9,180.95,No,Platino
4660,Cliente_04660,Bucaramanga,67,10,203.9,Sí,Bronce
4661,Cliente_04661,Pereira,68,11,226.85,Sí,Plata
4662,Cliente_04662,Bogotá,69,12,249.8,No,Oro
4663,Cliente_04663,Medellín,70,13,272.75,Sí,Platino
4664,Cliente_04664,Cali,18,14,295.7,Sí,Bronce
4665,Cliente_04665,Cartagena,19,15,318.65,No,Plata
4666,Cliente_04666,Bucaramanga,20,16,341.6,Sí,Oro
4667,Cliente_04667,Pereira,21,17,364.55,Sí,Platino
4668,Cliente_04668,Bogotá,22,18,387.5,No,Bronce
4669,Cliente_04669,Medellín,23,19,410.45,Sí,Plata
4670,Cliente_04670,Cali,24,20,433.4,Sí,Oro
4671,Cliente_04671,Cartagena,25,21,456.35,No,Platino
4672,Cliente_04672,Bucaramanga,26,22,479.3,Sí,Bronce
4673,Cliente_04673,Pereira,27,23,502.25,Sí,Plata
4674,Cliente_04674,Bogotá,28,24,525.2,No,Oro
4675,Cliente_04675,Medellín,29,0,0.0,Sí,Platino
4676,Cliente_04676,Cali,30,1,22.95,Sí,Bronce
4677,Cliente_04677,Cartagena,31,2,45.9,No,Plata
4678,Cliente_04678,Bucaramanga,32,3,68.85,Sí,Oro
4679,Cliente_04679,Pereira,33,4,91.8,Sí,Platino
4680,Cliente_04680,Bogotá,34,5,114.75,No,Bronce
4681,Cliente_04681,Medellín,35,6,137.7,Sí,Plata
4682,Cliente_04682,Cali,36,7,160.65,Sí,Oro
4683,Cliente_04683,Cartagena,37,8,183.6,No,Platino
4684,Cliente_04684,Bucaramanga,38,9,206.55,Sí,Bronce
4685,Cliente_04685,Pereira,39,10,229.5,Sí,Plata
4686,Cliente_04686,Bogotá,40,11,252.45,No,Oro
4687,Cliente_04687,Medellín,41,12,275.4,Sí,Platino
4688,Cliente_04688,Cali,42,13,298.35,Sí,Bronce
4689,Cliente_04689,Cartagena,43,14,321.3,No,Plata
4690,Cliente_04690,Bucaramanga,44,15,344.25,Sí,Oro
4691,Cliente_04691,Pereira,45,16,367.2,Sí,Platino
4692,Cliente_04692,Bogotá,46,17,335.75,No,Bronce
4693,Cliente_04693,Medellín,47,18,358.7,Sí,Plata
4694,Cliente_04694,Cali,48,19,381.65,Sí,Oro
4695,Cliente_04695,Cartagena,49,20,404.6,No,Platino
4696,Cliente_04696,Bucaramanga,50,21,427.55,Sí,Bronce
4697,Cliente_04697,Pereira,51,22,450.5,Sí,Plata
4698,Cliente_04698,Bogotá,52,23,473.45,No,Oro
4699,Cliente_04699,Medellín,53,24,496.4,Sí,Platino
4700,Cliente_04700,Cali,54,0,25.6,Sí,Bronce
4701,Cliente_04701,Cartagena,55,1,48.55,No,Plata
4702,Cliente_04702,Bucaramanga,56,2,71.5,Sí,Oro
4703,Cliente_04703,Pereira,57,3,94.45,Sí,Platino
4704,Cliente_04704,Bogotá,58,4,117.4,No,Bronce
4705,Cliente_04705,Medellín,59,5,140.35,Sí,Plata
4706,Cliente_04706,Cali,60,6,163.3,Sí,Oro
4707,Cliente_04707,Cartagena,61,7,186.25,No,Platino
4708,Cliente_04708,Bucaramanga,62,8,209.2,Sí,Bronce
4709,Cliente_04709,Pereira,63,9,177.75,Sí,Plata
4710,Cliente_04710,Bogotá,64,10,200.7,No,Oro
4711,Cliente_04711,Medellín,65,11,223.65,Sí,Platino
4712,Cliente_04712,Cali,66,12,246.6,Sí,Bronce
4713,Cliente_04713,Cartagena,67,13,269.55,No,Plata
4714,Cliente_04714,Bucaramanga,68,14,292.5,Sí,Oro
4715,Cliente_04715,Pereira,69,15,315.45,Sí,Platino
4716,Cliente_04716,Bogotá,70,16,338.4,No,Bronce
4717,Cliente_04717,Medellín,18,17,361.35,Sí,Plata
4718,Cliente_04718,Cali,19,18,384.3,Sí,Oro
4719,Cliente_04719,Cartagena,20,19,407.25,No,Platino
4720,Cliente_04720,Bucaramanga,21,20,430.2,Sí,Bronce
4721,Cliente_04721,Pereira,22,21,453.15,Sí,Plata
4722,Cliente_04722,Bogotá,23,22,476.1,No,Oro
4723,Cliente_04723,Medellín,24,23,499.05,Sí,Platino
4724,Cliente_04724,Cali,25,24,522.0,Sí,Bronce
4725,Cliente_04725,Cartagena,26,0,51.2,No,Plata
4726,Cliente_04726,Bucaramanga,27,1,19.75,Sí,Oro
4727,Cliente_04727,Pereira,28,2,42.7,Sí,Platino
4728,Cliente_04728,Bogotá,29,3,65.65,No,Bronce
4729,Cliente_04729,Medellín,30,4,88.6,Sí,Plata
4730,Cliente_04730,Cali,31,5,111.55,Sí,Oro
4731,Cliente_04731,Cartagena,32,6,134.5,No,Platino
4732,Cliente_04732,Bucaramanga,33,7,157.45,Sí,Bronce
4733,Cliente_04733,Pereira,34,8,180.4,Sí,Plata
4734,Cliente_04734,Bogotá,35,9,203.35,No,Oro
4735,Cliente_04735,Medellín,36,10,226.3,Sí,Platino
4736,Cliente_04736,Cali,37,11,249.25,Sí,Bronce
4737,Cliente_04737,Cartagena,38,12,272.2,No,Plata
4738,Cliente_04738,Bucaramanga,39,13,295.15,Sí,Oro
4739,Cliente_04739,Pereira,40,14,318.1,Sí,Platino
4740,Cliente_04740,Bogotá,41,15,341.05,No,Bronce
4741,Cliente_04741,Medellín,42,16,364.0,Sí,Plata
4742,Cliente_04742,Cali,43,17,386.95,Sí,Oro
4743,Cliente_04743,Cartagena,44,18,355.5,No,Platino
4744,Cliente_04744,Bucaramanga,45,19,378.45,Sí,Bronce
4745,Cliente_04745,Pereira,46,20,401.4,Sí,Plata
4746,Cliente_04746,Bogotá,47,21,424.35,No,Oro
4747,Cliente_04747,Medellín,48,22,447.3,Sí,Platino
4748,Cliente_04748,Cali,49,23,470.25,Sí,Bronce
4749,Cliente_04749,Cartagena,50,24,493.2,No,Plata
4750,Cliente_04750,Bucaramanga,51,0,22.4,Sí,Oro
4751,Cliente_04751,Pereira,52,1,45.35,Sí,Platino
